Namespace(duration=43200, fig_directory='res/simulator', generate_addition_probabilities=False, generate_graphs=True, generate_table=False, model='GPT-3', model_size='350M', performace_log_interval=1, removal_probability=None, seed=None, spot_instance_desired_capacity=20, spot_instance_trace='traces/g4dn-trace-8-20.csv', start_hour=None)
[0.000] node1 simulate_spot_instance_add: 0
[0.000] node3 simulate_spot_instance_add: 0
[0.000] node7 simulate_spot_instance_add: 0
[0.000] node15 simulate_spot_instance_add: 0
[0.000] node14 simulate_spot_instance_add: 0
[0.000] node6 simulate_spot_instance_add: 0
[0.000] node13 simulate_spot_instance_add: 0
[0.000] node12 simulate_spot_instance_add: 0
[0.000] node2 simulate_spot_instance_add: 0
[0.000] node5 simulate_spot_instance_add: 0
[0.000] node11 simulate_spot_instance_add: 0
[0.000] node10 simulate_spot_instance_add: 0
[0.000] node20 simulate_spot_instance_add: 0
[0.000] node4 simulate_spot_instance_add: 0
[0.000] node9 simulate_spot_instance_add: 0
[0.000] node19 simulate_spot_instance_add: 0
[0.000] node18 simulate_spot_instance_add: 0
[0.000] node8 simulate_spot_instance_add: 0
[0.000] node17 simulate_spot_instance_add: 0
[0.000] node16 simulate_spot_instance_add: 0
[45.000] node7 simulate_spot_instance_ready: 45000
[45.000] node7 starting global rendezvous
[45.000] simulate_rendezvous_start: 45000 True
[45.000] simulate_rendezvous_restart: 45000
[45.000] simulate_preparation: 45000 ['node7']
[45.000] node14 simulate_spot_instance_ready: 45000
[45.000] node6 simulate_spot_instance_ready: 45000
[45.000] node17 simulate_spot_instance_ready: 45000
[45.000] node16 simulate_spot_instance_ready: 45000
[45.000] node15 simulate_spot_instance_ready: 45000
[45.000] node13 simulate_spot_instance_ready: 45000
[45.000] node5 simulate_spot_instance_ready: 45000
[45.000] node8 simulate_spot_instance_ready: 45000
[45.000] node12 simulate_spot_instance_ready: 45000
[45.000] node2 simulate_spot_instance_ready: 45000
[45.000] node11 simulate_spot_instance_ready: 45000
[45.000] node20 simulate_spot_instance_ready: 45000
[45.000] node18 simulate_spot_instance_ready: 45000
[45.000] node10 simulate_spot_instance_ready: 45000
[45.000] node4 simulate_spot_instance_ready: 45000
[45.000] node19 simulate_spot_instance_ready: 45000
[45.000] node1 simulate_spot_instance_ready: 45000
[45.000] node3 simulate_spot_instance_ready: 45000
[45.000] node9 simulate_spot_instance_ready: 45000
[46.000] simulate_preparation: 46000
[46.000] simulate_preparation: 46000 ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
[46.000] simulate_assign_coordinates ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
46000 20 nodes completed rendezvous version 1, 20x1 configuration
46000 starting training with 20 20 nodes
[31269.584] simulate training iteration execution finish 2997
[31282.184] simulate training iteration execution finish 2998
[31294.784] simulate training iteration execution finish 2999
[31305.000] node99 simulate_spot_instance_ready: 31305000
[31305.000] node100 simulate_spot_instance_ready: 31305000
[31305.000] node101 simulate_spot_instance_ready: 31305000
[31305.000] node102 simulate_spot_instance_ready: 31305000
[31307.384] simulate training iteration execution finish 3000
[31319.984] simulate training iteration execution finish 3001
[31332.584] simulate training iteration execution finish 3002
[31345.184] simulate training iteration execution finish 3003
[31357.784] simulate training iteration execution finish 3004
[31370.384] simulate training iteration execution finish 3005
[31382.984] simulate training iteration execution finish 3006
[31395.584] simulate training iteration execution finish 3007
[31408.184] simulate training iteration execution finish 3008
[31420.784] simulate training iteration execution finish 3009
[31433.384] simulate training iteration execution finish 3010
[31440.000] node103 simulate_spot_instance_add: 31440000
[31445.984] simulate training iteration execution finish 3011
[31458.584] simulate training iteration execution finish 3012
[31471.184] simulate training iteration execution finish 3013
[31483.784] simulate training iteration execution finish 3014
[31485.000] node103 simulate_spot_instance_ready: 31485000
[31496.384] simulate training iteration execution finish 3015
[31508.984] simulate training iteration execution finish 3016
[31521.584] simulate training iteration execution finish 3017
[31534.184] simulate training iteration execution finish 3018
[31546.784] simulate training iteration execution finish 3019
[31559.384] simulate training iteration execution finish 3020
[31571.984] simulate training iteration execution finish 3021
[31584.584] simulate training iteration execution finish 3022
[31597.184] simulate training iteration execution finish 3023
[31609.784] simulate training iteration execution finish 3024
[31620.000] node90 simulate_spot_instance_remove: 31620000
[31620.000] simulate_rendezvous_start: 31620000 False
[31620.000] simulate_rendezvous_restart: 31620000
[31620.000] node73 simulate_spot_instance_remove: 31620000
[31620.000] same delta as last reconfigure, skipping
[31620.000] node83 simulate_spot_instance_remove: 31620000
[31620.000] same delta as last reconfigure, skipping
[31621.068] simulate_reconfigure: 31621067.5
[31621.068] simulate_preparation: 31621067.5 ['node42', 'node73', 'node78', 'node81', 'node83', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node103']
[31621.068] node73 terminated during redezvous, restarting
[31621.068] simulate_rendezvous_restart: 31621067.5
[31621.068] simulate_preparation: 31621067.5
[31621.068] simulate_preparation: 31621067.5 ['node42', 'node78', 'node81', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node103']
[31621.068] simulate_assign_coordinates ['node42', 'node78', 'node81', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node103']
31621067.5 16 nodes completed rendezvous version 48, 16x1 configuration
31621067.5 starting training with 16 16 nodes
[31631.307] simulate training iteration execution finish 3025
[31641.548] simulate training iteration execution finish 3026
[31651.787] simulate training iteration execution finish 3027
[31662.028] simulate training iteration execution finish 3028
[31672.268] simulate training iteration execution finish 3029
[31682.507] simulate training iteration execution finish 3030
[31692.748] simulate training iteration execution finish 3031
[31702.987] simulate training iteration execution finish 3032
[31713.228] simulate training iteration execution finish 3033
[31723.467] simulate training iteration execution finish 3034
[31733.708] simulate training iteration execution finish 3035
[31740.000] node103 simulate_spot_instance_remove: 31740000
[31740.000] simulate_rendezvous_start: 31740000 False
[31740.000] simulate_rendezvous_restart: 31740000
[31740.965] simulate_reconfigure: 31740965.0
[31740.965] simulate_preparation: 31740965.0 ['node42', 'node78', 'node81', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102']
[31740.965] simulate_assign_coordinates ['node42', 'node78', 'node81', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102']
31740965.0 15 nodes completed rendezvous version 49, 15x1 configuration
31740965.0 starting training with 15 15 nodes
[31752.565] simulate training iteration execution finish 3036
[31764.165] simulate training iteration execution finish 3037
[31775.765] simulate training iteration execution finish 3038
[31787.365] simulate training iteration execution finish 3039
[31798.965] simulate training iteration execution finish 3040
[31810.565] simulate training iteration execution finish 3041
[31822.165] simulate training iteration execution finish 3042
[31833.765] simulate training iteration execution finish 3043
[31845.365] simulate training iteration execution finish 3044
[31856.965] simulate training iteration execution finish 3045
[31868.565] simulate training iteration execution finish 3046
[31880.165] simulate training iteration execution finish 3047
[31891.765] simulate training iteration execution finish 3048
[31903.365] simulate training iteration execution finish 3049
[31914.965] simulate training iteration execution finish 3050
[31926.565] simulate training iteration execution finish 3051
[31938.165] simulate training iteration execution finish 3052
[31949.765] simulate training iteration execution finish 3053
[31961.365] simulate training iteration execution finish 3054
[31972.965] simulate training iteration execution finish 3055
[31984.565] simulate training iteration execution finish 3056
[31996.165] simulate training iteration execution finish 3057
[32007.765] simulate training iteration execution finish 3058
[32019.365] simulate training iteration execution finish 3059
[32030.965] simulate training iteration execution finish 3060
[32042.565] simulate training iteration execution finish 3061
[32054.165] simulate training iteration execution finish 3062
[32065.765] simulate training iteration execution finish 3063
[32077.365] simulate training iteration execution finish 3064
[32088.965] simulate training iteration execution finish 3065
[32100.565] simulate training iteration execution finish 3066
[32112.165] simulate training iteration execution finish 3067
[32123.765] simulate training iteration execution finish 3068
[32135.365] simulate training iteration execution finish 3069
[32146.965] simulate training iteration execution finish 3070
[32158.565] simulate training iteration execution finish 3071
[32170.165] simulate training iteration execution finish 3072
[32181.765] simulate training iteration execution finish 3073
[32193.365] simulate training iteration execution finish 3074
[32204.965] simulate training iteration execution finish 3075
[32216.565] simulate training iteration execution finish 3076
[32220.000] node104 simulate_spot_instance_add: 32220000
[32220.000] node105 simulate_spot_instance_add: 32220000
[32228.165] simulate training iteration execution finish 3077
[32239.765] simulate training iteration execution finish 3078
[32251.365] simulate training iteration execution finish 3079
[32262.965] simulate training iteration execution finish 3080
[32265.000] node104 simulate_spot_instance_ready: 32265000
[32265.000] node105 simulate_spot_instance_ready: 32265000
[32274.565] simulate training iteration execution finish 3081
[32286.165] simulate training iteration execution finish 3082
[32297.765] simulate training iteration execution finish 3083
[32309.365] simulate training iteration execution finish 3084
[32320.965] simulate training iteration execution finish 3085
[32332.565] simulate training iteration execution finish 3086
[32344.165] simulate training iteration execution finish 3087
[32355.765] simulate training iteration execution finish 3088
[32367.365] simulate training iteration execution finish 3089
[32378.965] simulate training iteration execution finish 3090
[32390.565] simulate training iteration execution finish 3091
[32402.165] simulate training iteration execution finish 3092
[32413.765] simulate training iteration execution finish 3093
[32425.365] simulate training iteration execution finish 3094
[32436.965] simulate training iteration execution finish 3095
[32448.565] simulate training iteration execution finish 3096
[32460.165] simulate training iteration execution finish 3097
[32471.765] simulate training iteration execution finish 3098
[32483.365] simulate training iteration execution finish 3099
[32494.965] simulate training iteration execution finish 3100
[32506.565] simulate training iteration execution finish 3101
[32518.165] simulate training iteration execution finish 3102
[32529.765] simulate training iteration execution finish 3103
[32541.365] simulate training iteration execution finish 3104
[32552.965] simulate training iteration execution finish 3105
[32564.565] simulate training iteration execution finish 3106
[32576.165] simulate training iteration execution finish 3107
[32580.000] node106 simulate_spot_instance_add: 32580000
[32587.765] simulate training iteration execution finish 3108
[32599.365] simulate training iteration execution finish 3109
[32610.965] simulate training iteration execution finish 3110
[32622.565] simulate training iteration execution finish 3111
[32625.000] node106 simulate_spot_instance_ready: 32625000
[32634.165] simulate training iteration execution finish 3112
[32645.765] simulate training iteration execution finish 3113
[32657.365] simulate training iteration execution finish 3114
[32668.965] simulate training iteration execution finish 3115
[32680.565] simulate training iteration execution finish 3116
[32692.165] simulate training iteration execution finish 3117
[32700.000] node106 simulate_spot_instance_remove: 32700000
[32700.000] simulate_rendezvous_start: 32700000 False
[32700.000] simulate_rendezvous_restart: 32700000
[32700.000] node82 simulate_spot_instance_remove: 32700000
[32700.000] same delta as last reconfigure, skipping
[32700.965] simulate_reconfigure: 32700965.0
[32700.965] simulate_preparation: 32700965.0 ['node42', 'node78', 'node81', 'node82', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node104', 'node105']
[32700.965] node82 terminated during redezvous, restarting
[32700.965] simulate_rendezvous_restart: 32700965.0
[32700.965] simulate_preparation: 32700965.0
[32700.965] simulate_preparation: 32700965.0 ['node42', 'node78', 'node81', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node104', 'node105']
[32700.965] simulate_assign_coordinates ['node42', 'node78', 'node81', 'node86', 'node87', 'node91', 'node95', 'node96', 'node97', 'node98', 'node99', 'node100', 'node101', 'node102', 'node104', 'node105']
32700965.0 16 nodes completed rendezvous version 50, 16x1 configuration
32700965.0 starting training with 16 16 nodes
[32711.205] simulate training iteration execution finish 3118
[32721.445] simulate training iteration execution finish 3119
[32731.685] simulate training iteration execution finish 3120
[32741.925] simulate training iteration execution finish 3121
[32752.165] simulate training iteration execution finish 3122
[32762.405] simulate training iteration execution finish 3123
[32772.645] simulate training iteration execution finish 3124
[32782.885] simulate training iteration execution finish 3125
[32793.125] simulate training iteration execution finish 3126
[32803.365] simulate training iteration execution finish 3127
[32813.605] simulate training iteration execution finish 3128
